x y z
"175721" 711427.86 5093169.79 471.7
"175741" 711418.02 5093460.03 467.87
"175761" 711434.43 5093043.51 465.95
"175781" 711429 5093211.15 467.14
"175801" 711425.53 5093325.24 471.78
"175821" 711436.97 5093037.92 466.19
"175841" 711437.33 5093038.4 466.18
"175861" 711423.27 5093442.65 467.36
"175881" 711433.36 5093188.84 470.26
"175901" 711436.65 5093124.88 467.51
"175921" 711425.93 5093432.59 468.26
"175941" 711440.43 5093069.12 466.04
"175961" 711438.8 5093126.57 467.75
"175981" 711431.37 5093352.11 466.29
"176001" 711444.69 5093024.7 466.16
"176021" 711432.23 5093372.64 467.25
"176041" 711435.32 5093303.52 471.84
"176061" 711446.9 5093023.78 466.13
"176081" 711436.6 5093304.99 471.83
"176101" 711436.29 5093331.75 470.41
"176121" 711448.45 5093034.12 466.11
"176141" 711441.85 5093226.28 468.75
"176161" 711433.65 5093457.32 468.66
"176181" 711438.72 5093329.86 469.64
"176201" 711451.51 5093013.82 465.87
"176221" 711444.63 5093207.95 468.48
"176241" 711436.43 5093435.86 468.04
"176261" 711449.05 5093129.33 468.32
"176281" 711453.17 5093028.48 466.26
"176301" 711444.82 5093263.66 470.86
"176321" 711438.78 5093438.57 468.63
"176341" 711448.55 5093195.5 468.66
"176361" 711456.14 5093014.99 465.78
"176381" 711445.89 5093296.94 472.23
"176401" 711444.97 5093342.31 468.25
"176421" 711454.01 5093117.07 466.12
"176441" 711457.49 5093036.13 466.33
"176461" 711447.59 5093308.15 471.76
"176481" 711448.42 5093308.56 471.69
"176501" 711460.24 5093025.7 465.89
"176521" 711447.52 5093378.25 469.57
"176541" 711451.29 5093291.38 471.87
"176561" 711462.79 5093006.01 465.88
"176581" 711454.08 5093253.53 472.55
"176601" 711448.27 5093429.05 470.96
"176621" 711458.89 5093159.71 471.37
"176641" 711465.19 5093005.54 465.96
"176661" 711457.69 5093215.26 468.8
"176681" 711451.23 5093406.73 471.84
"176701" 711465.82 5093039.08 465.93
"176721" 711459.36 5093232.59 469.27
"176741" 711451.74 5093458.2 470.19
"176761" 711467.4 5093053.62 465.84
"176781" 711460.11 5093267.2 471.41
"176801" 711458.46 5093338.96 469.03
"176821" 711471.42 5093006.98 466.21
"176841" 711462.43 5093267.39 471.51
"176861" 711458.43 5093396.83 472.45
"176881" 711463.84 5093254.75 471.55
"176901" 711471.43 5093067.3 467.17
"176921" 711460.85 5093376.75 471.73
"176941" 711466.08 5093248.79 471.19
"176961" 711467.42 5093243.98 470.87
"176981" 711461.69 5093427.03 472.14
"177001" 711475.29 5093065.43 467.38
"177021" 711470.02 5093232.72 470.32
"177041" 711462.92 5093448.13 471.28
"177061" 711477.22 5093066.79 467.63
"177081" 711472.22 5093232.67 470.04
"177101" 711473.36 5093232.34 469.85
"177121" 711481.31 5093017.3 465.89
"177141" 711470.6 5093347.88 469.11
"177161" 711475.53 5093228.45 469.53
"177181" 711482.8 5093034.04 465.79
"177201" 711468.94 5093471.14 469.25
"177221" 711482.26 5093091.29 468.46
"177241" 711484.63 5093031.24 465.84
"177261" 711477.3 5093261.4 472.48
"177281" 711470.94 5093473.37 469.38
"177301" 711480.1 5093211.24 469.13
"177321" 711480.72 5093216.68 469.24
"177341" 711473 5093468.47 469.18
"177361" 711481.97 5093211.28 469.22
"177381" 711483.83 5093178.19 471.41
"177401" 711475.18 5093468.09 469.03
"177421" 711486.16 5093137.96 472.91
"177441" 711483.76 5093239.22 471.53
"177461" 711478.08 5093441.62 468.89
"177481" 711489.82 5093095.93 468.46
"177501" 711486.27 5093231.6 470.27
"177521" 711483.3 5093352.49 469.17
"177541" 711489.56 5093196.39 469.45
"177561" 711490.56 5093209.37 468.99
"177581" 711496.67 5093040.13 465.76
"177601" 711489.88 5093275.39 470.69
"177621" 711493.8 5093194.53 469.66
"177641" 711492.82 5093271.52 470.09
"177661" 711496.58 5093193.31 469.91
"177681" 711498.14 5093187.29 470.05
"177701" 711491.14 5093453.81 469.58
"177721" 711501.63 5093137.09 472.75
"177741" 711499.14 5093268.07 470.14
"177761" 711497.11 5093369.67 468.41
"177781" 711503.41 5093177.06 470.98
"177801" 711504.62 5093180.14 470.93
"177821" 711498.68 5093407.46 466.71
"177841" 711499.18 5093408.42 466.84
"177861" 711506.79 5093174 471.21
"177881" 711512.55 5093014.42 465.98
"177901" 711503.01 5093369.31 468.36
"177921" 711502.17 5093418.47 466.69
"177941" 711505.31 5093315.08 472.67
"177961" 711514.14 5093061.98 469.86
"177981" 711506.32 5093356.61 468.47
"178001" 711503.64 5093454.46 470.11
"178021" 711505.6 5093405.06 467.03
"178041" 711511.47 5093224.96 468.65
"178061" 711517.64 5093053.29 469.52
"178081" 711509.01 5093376.84 468.26
"178101" 711506.23 5093476.63 470.36
"178121" 711509.65 5093374.68 468.21
"178141" 711517.81 5093152.69 472.13
"178161" 711511.28 5093404.76 466.98
"178181" 711511.3 5093420.46 466.8
"178201" 711519.95 5093151.26 472.23
"178221" 711517.81 5093268.08 472.01
"178241" 711512.35 5093473.07 470.44
"178261" 711521.53 5093191.2 471.59
"178281" 711524 5093147.83 472.36
"178301" 711517.05 5093412.51 467.01
"178321" 711522.11 5093265.64 472.59
"178341" 711528.65 5093070.91 469.4
"178361" 711525.39 5093205.9 470.49
"178381" 711520.1 5093415.97 467.25
"178401" 711528.68 5093149.11 472.28
"178421" 711532.19 5093046.41 469.34
"178441" 711530.16 5093128.61 473.06
"178461" 711525.17 5093307.9 472.99
"178481" 711522.03 5093437.06 467.8
"178501" 711529.83 5093198.41 470.66
"178521" 711532.74 5093108.84 472.63
"178541" 711532.69 5093137.68 472.63
"178561" 711525.77 5093389.08 468.65
"178581" 711526.52 5093381.07 468.46
"178601" 711537.45 5093064.63 469.61
"178621" 711528.07 5093390.83 468.75
"178641" 711534.38 5093215.76 471.36
"178661" 711540.22 5093061.28 469.53
"178681" 711530.59 5093388.47 468.68
"178701" 711530.5 5093402.56 468.69
"178721" 711539.04 5093147.13 472.35
"178741" 711540.19 5093137.59 472.54
"178761" 711533.2 5093390.75 468.6
"178781" 711541.96 5093131.53 473.08
"178801" 711542.19 5093146.6 472.36
"178821" 711538.51 5093293.11 472.91
"178841" 711544.75 5093139.36 472.43
"178861" 711539.77 5093318.64 472.93
"178881" 711538.94 5093393.96 468.66
"178901" 711551.63 5093056.18 467.91
"178921" 711540.32 5093420.58 468.57
"178941" 711552.98 5093080.9 470.86
"178961" 711543.26 5093399.04 468.64
"178981" 711551.15 5093223.19 471.14
"179001" 711550.34 5093276.09 472.37
"179021" 711546.9 5093423.42 469.09
"179041" 711557.18 5093153.75 472.19
"179061" 711549.56 5093407.86 468.56
"179081" 711553.02 5093323.71 472.04
"179101" 711554.43 5093321.6 472.12
"179121" 711554.55 5093337.27 469.65
"179141" 711557.82 5093280.09 472.2
"179161" 711556.14 5093343.42 469.53
"179181" 711561.48 5093230.14 471.51
"179201" 711555.46 5093404.99 468.52
"179221" 711568.38 5093091.49 471.93
"179241" 711556.08 5093429.97 469.18
"179261" 711563.06 5093287.09 472.1
"179281" 711569.24 5093154.06 471.95
"179301" 711559 5093438.4 469.54
"179321" 711559.02 5093442.39 469.83
"179341" 711577.6 5093021.69 465.81
"179361" 711559.85 5093466.97 472.09
"179381" 711568.42 5093275.34 472.74
"179401" 711562.81 5093440.42 470.05
"179421" 711561.89 5093464.09 471.24
"179441" 711575.82 5093164.57 469.18
"179461" 711569.68 5093335.9 471.29
"179481" 711571.77 5093306.98 471.82
"179501" 711569.4 5093391.93 469.66
"179521" 711574.4 5093295.1 471.17
"179541" 711576.73 5093285.35 470.99
"179561" 711568.63 5093471.09 471.84
"179581" 711580.02 5093264.98 472.53
"179601" 711570.59 5093471.55 471.89
"179621" 711577.1 5093343.76 470.89
"179641" 711584.22 5093206.12 468.42
"179661" 711582.76 5093264.63 472.2
"179681" 711584.48 5093253.34 472.09
"179701" 711589.04 5093190.81 465.8
"179721" 711580.77 5093372.56 467.75
"179741" 711579.94 5093424.53 468.22
"179761" 711599.82 5093061.97 467.51
"179781" 711582.41 5093413.54 467.04
"179801" 711596.67 5093158.16 465.68
"179821" 711584.94 5093399.39 467.66
"179841" 711600.02 5093149.2 465.26
"179861" 711598.46 5093195.84 465.57
"179881" 711606.72 5093058 467.5
"179901" 711600.16 5093197.38 465.77
"179921" 711599.36 5093222.32 468.37
"179941" 711592.94 5093341.52 469.31
"179961" 711605.86 5093137.18 465.23
"179981" 711594.01 5093344.36 468.88
"180001" 711612.69 5093050.19 466.76
"180021" 711587.08 5093475.29 472.93
"180041" 711614.23 5093048.2 466.89
"180061" 711591.31 5093426.56 468.6
"180081" 711604.54 5093236.34 469.86
"180101" 711598.38 5093341.82 469.24
"180121" 711596.47 5093392.82 466.61
"180141" 711619.92 5093052.05 467.04
"180161" 711602 5093340.37 468.94
"180181" 711612.49 5093205.87 467.4
"180201" 711606.04 5093309.86 468.91
"180221" 711611.33 5093250.64 468.94
"180241" 711612.31 5093250.67 469.01
"180261" 711605.95 5093355.51 469.02
"180281" 711618.57 5093194.03 466.51
"180301" 711607.7 5093357.38 468.8
"180321" 711631.71 5093050.38 466.55
"180341" 711601.4 5093469.34 472.81
"180361" 711635.97 5093030.92 465.92
"180381" 711603.53 5093464.51 472.98
"180401" 711627.88 5093161.71 465.69
"180421" 711611.85 5093383.33 467.68
"180441" 711634.75 5093106.28 465.74
"180461" 711609.85 5093432.97 471.29
"180481" 711636.05 5093122.58 465.09
"180501" 711620.78 5093324.71 467.38
"180521" 711634.94 5093165.17 466.02
"180541" 711623.33 5093320.49 466.8
"180561" 711643.78 5093090.92 465.86
"180581" 711617.44 5093421.6 471.39
"180601" 711638.48 5093193.81 465.61
"180621" 711628.74 5093320.99 466.06
"180641" 711642.57 5093172.89 466.87
"180661" 711619.44 5093449.04 472.53
"180681" 711641.48 5093203.73 466.82
"180701" 711633.87 5093305.24 466.02
"180721" 711635.87 5093292.21 466.29
"180741" 711638.57 5093275.62 469.36
"180761" 711622.02 5093469.19 473.59
"180781" 711646.73 5093198.91 465.9
"180801" 711632.76 5093373.5 468.29
"180821" 711646.95 5093221.85 467.53
"180841" 711632.62 5093402.02 469.73
"180861" 711638.68 5093342.61 466.42
"180881" 711636.38 5093392.15 469.42
"180901" 711646.72 5093296.09 465.13
"180921" 711657.96 5093193.68 466.29
"180941" 711639.94 5093405.95 470.5
"180961" 711647.04 5093347.75 466.52
"180981" 711656.44 5093251.32 467.41
"181001" 711650.72 5093339.3 466.56
"181021" 711645.26 5093420.55 472.02
"181041" 711658.56 5093288.96 465.54
"181061" 711655.25 5093335.25 466.38
"181081" 711655.54 5093347.04 467.14
"181101" 711660.5 5093299.93 465.38
"181121" 711648.98 5093450.3 472.71
"181141" 711662.62 5093313.97 465.95
"181161" 711659.93 5093353.39 466.48
"181181" 711680.65 5093125.79 464.81
"181201" 711652.48 5093457.41 472.88
"181221" 711666.78 5093301.57 465.99
"181241" 711666.05 5093324.39 465.08
"181261" 711656.7 5093436.97 472.39
"181281" 711667.12 5093338.42 466.5
"181301" 711660.02 5093426.53 472.18
"181321" 711675.29 5093266.26 465.62
"181341" 711661.37 5093437.02 472.54
"181361" 711682.11 5093210.54 464.89
"181381" 711658.56 5093496.06 474.24
"181401" 711679.37 5093256.4 465.36
"181421" 711668.42 5093405.33 470.92
"181441" 711694.93 5093098.96 465.1
"181461" 711685.02 5093243.77 466.16
"181481" 711670.29 5093446.45 472.37
"181501" 711678.99 5093347.74 466.71
"181521" 711684.37 5093299.91 465.84
"181541" 711699.6 5093124.68 464.82
"181561" 711696.82 5093188.2 466.3
"181581" 711698 5093206.13 464.97
"181601" 711676.85 5093508.07 473.24
"181621" 711698.48 5093251.55 464.94
"181641" 711699.51 5093256.3 465.93
"181661" 711700.52 5093261.91 466.06
"181681" 711710.19 5093159.69 465.47
"181701" 711697.88 5093355.07 464.97
"181721" 711697.06 5093393.55 468.72
"181741" 711702.2 5093360.2 465.33
"181761" 711701.26 5093384.75 466.64
"181781" 711718.9 5093165.18 464.84
"181801" 711702.5 5093445.25 470.65
"181821" 711704.77 5093447 470.57
"181841" 711704.61 5093501.22 471.24
"181861" 711720.98 5093263.65 465.51
"181881" 711712.7 5093460.38 470.42
"181901" 711713.64 5093499.2 470.87
"181921" 711727.09 5093293.27 465.05
"181941" 711720.31 5093437.73 468
"181961" 711720.03 5093495.21 469.95
"181981" 711734.92 5093234.09 464.56
"182001" 711734.64 5093265.17 464.8
"182021" 711725.15 5093509.42 470.01
"182041" 711740.74 5093211.68 465.04
"182061" 711742.7 5093203.87 464.81
"182081" 711747.35 5093148.22 465.46
"182101" 711734.05 5093512.39 469.14
"182121" 711736.46 5093514.32 468.99
"182141" 711740.49 5093466.69 466.36
"182161" 711749.34 5093233.26 464.64
"182181" 711741.81 5093497.48 466.12
"182201" 711750.47 5093291.64 464.62
"182221" 711750.47 5093351.39 464.44
"182241" 711754.03 5093249.59 464.81
"182261" 711754.42 5093290.57 464.65
"182281" 711755.6 5093315.21 464.58
"182301" 711760.3 5093143.23 465.79
"182321" 711759.64 5093242.12 464.65
"182341" 711760.02 5093305.65 464.53
"182361" 711761.47 5093276.06 464.58
"182381" 711762.25 5093341.21 464.37
"182401" 711766.37 5093141.78 464.98
"182421" 711763.01 5093456.78 464.48
"182441" 711766.81 5093224.67 465.53
"182461" 711767.22 5093346.36 464.35
"182481" 711767.77 5093450.37 464.38
"182501" 711770.76 5093244.28 464.67
"182521" 711769.73 5093532.65 464.73
"182541" 711773.6 5093166.72 465.02
"182561" 711773.53 5093425.17 464.24
"182581" 711775.43 5093368.85 464.6
"182601" 711777.33 5093238.76 464.29
"182621" 711778.81 5093353.89 464.45
"182641" 711779.61 5093578.62 464.66
"182661" 711782.34 5093226.91 464.42
"182681" 711782.11 5093534.67 464.56
"182701" 711783.71 5093100.81 465.12
"182721" 711784.33 5093536.09 464.54
"182741" 711785.63 5093288.6 464.52
"182761" 711786.44 5093211.69 464.57
"182781" 711787.26 5093493.3 464.41
"182801" 711787.63 5093243.38 464.73
"182821" 711788.79 5093376.82 464.95
"182841" 711789.76 5093517.41 464.29
"182861" 711789.81 5093408.74 464.68
"182881" 711791.12 5093541.17 464.71
"182901" 711791.48 5093455.45 464.67
"182921" 711791.69 5093381.89 464.54
"182941" 711792.25 5093312.2 464.64
"182961" 711793.65 5093520.91 464.1
"182981" 711793.79 5093425.35 464.32
"183001" 711794.17 5093460.95 464.57
"183021" 711794.49 5093418.08 464.36
"183041" 711794.47 5093331.11 464.87
"183061" 711795.65 5093508.1 464.59
"183081" 711795.48 5093418.81 464.29
"183101" 711795.59 5093376.77 464.46
"183121" 711795.26 5093187.94 465.39
"183141" 711797.09 5093498.59 464.53
"183161" 711797.7 5093539.07 464.61
"183181" 711797.59 5093372.5 464.51
"183201" 711797.7 5093317.87 464.96
"183221" 711799.62 5093619.26 464.11
"183241" 711799.63 5093472.05 464.28
"183261" 711799.68 5093398.35 464.58
"183281" 711800.34 5093397.77 464.58
"183301" 711800.8 5093426.68 464.28
"183321" 711801.72 5093496.71 464.33
"183341" 711802.06 5093526.61 464.68
"183361" 711802.4 5093399.39 464.57
"183381" 711803.09 5093505.09 464.01
"183401" 711804.06 5093494.02 464.12
"183421" 711804.91 5093446.97 463.82
"183441" 711805.43 5093537.3 464.3
"183461" 711805.69 5093153.72 465.1
"183481" 711806.73 5093626.88 464.47
"183501" 711806.77 5093452.62 464.61
"183521" 711807.84 5093481.24 464.62
"183541" 711808.23 5093574.31 464.34
"183561" 711809.3 5093333.28 464.75
"183581" 711809.52 5093509.28 464.62
"183601" 711809.92 5093510.18 464.7
"183621" 711811.1 5093417.25 464.5
"183641" 711811.39 5093560.14 464.32
"183661" 711812.79 5093298.81 465.24
"183681" 711812.93 5093586.92 464.37
"183701" 711814 5093308.36 464.74
"183721" 711814.41 5093466.74 464.57
"183741" 711814.8 5093497.13 464.82
"183761" 711816.38 5093353.78 465.34
"183781" 711816.46 5093494.85 464.62
"183801" 711818.34 5093262.84 464.88
"183821" 711817.49 5093604.05 463.62
"183841" 711820.27 5093312.89 464.93
"183861" 711819.27 5093561.61 464.38
"183881" 711821.38 5093319.51 464.96
"183901" 711821.05 5093554.08 464.63
"183921" 711822.13 5093470.8 464.68
"183941" 711824.05 5093357.31 465.27
"183961" 711823.31 5093544.53 464.59
"183981" 711826.37 5093254.65 465.21
"184001" 711824.77 5093548.69 464.38
"184021" 711827.96 5093301.9 464.78
"184041" 711828.11 5093398.95 465.09
"184061" 711827.37 5093535.04 464.7
"184081" 711830.36 5093382.53 464.87
"184101" 711829.4 5093528.85 464.75
"184121" 711833.27 5093325.66 464.72
"184141" 711831.51 5093524.86 464.86
"184161" 711834.79 5093387.4 464.97
"184181" 711834.42 5093470.05 464.68
"184201" 711836.68 5093403.59 465.39
"184221" 711836.13 5093483.19 464.63
"184241" 711842.52 5093119.96 466.43
"184261" 711839.15 5093376.2 464.71
"184281" 711839.32 5093418.38 464.89
"184301" 711845.26 5093109.18 465.55
"184321" 711840.65 5093417.68 465.12
"184341" 711839.42 5093521.31 464.56
"184361" 711842.2 5093379.61 464.84
"184381" 711843.24 5093379.61 464.88
"184401" 711842 5093484.38 464.6
"184421" 711846.25 5093281.43 464.88
"184441" 711844.8 5093417.38 464.86
"184461" 711845.2 5093430.21 465.02
"184481" 711846.37 5093429.28 465.07
"184501" 711847.08 5093425.72 464.63
"184521" 711849.02 5093401.56 465.04
"184541" 711848.77 5093438.14 464.9
"184561" 711850.97 5093393.2 465.06
"184581" 711851.11 5093418.22 464.98
"184601" 711852.94 5093391.17 464.98
"184621" 711849.64 5093543.39 465.2
"184641" 711854.24 5093367.83 465.41
"184661" 711854.19 5093421.13 464.99
"184681" 711855.15 5093404.54 464.9
"184701" 711860.8 5093210.88 464.86
"184721" 711852.46 5093576.27 464.72
"184741" 711857.16 5093398.85 464.87
"184761" 711865.8 5093074.96 467.97
"184781" 711858 5093407.57 465.24
"184801" 711858.42 5093413.59 465.04
"184821" 711859.1 5093437.83 464.92
"184841" 711860.49 5093401.51 464.9
"184861" 711861.61 5093400.89 464.93
"184881" 711859.61 5093492.26 464.7
"184901" 711864.34 5093362.73 464.74
"184921" 711859.22 5093559.13 465.21
"184941" 711867.88 5093258.81 465.25
"184961" 711864.74 5093404.75 464.78
"184981" 711862.19 5093506.77 464.72
"185001" 711870.69 5093215.92 465.14
"185021" 711865.18 5093435.09 464.74
"185041" 711863.74 5093493.51 464.88
"185061" 711872.1 5093212.05 467.28
"185081" 711864.28 5093509.17 464.78
"185101" 711867.42 5093407.14 465.06
"185121" 711869.6 5093361 464.77
"185141" 711866.48 5093478.03 465.08
"185161" 711869.22 5093414.74 464.8
"185181" 711869.49 5093413.83 464.75
"185201" 711870.13 5093417.22 464.92
"185221" 711870.99 5093396.98 464.75
"185241" 711871.57 5093410.77 464.97
"185261" 711871.8 5093411.39 464.86
"185281" 711877.38 5093254.75 465.34
"185301" 711870.66 5093473.93 464.95
"185321" 711872.93 5093442.34 465.05
"185341" 711876.42 5093346.16 465.07
"185361" 711872.7 5093484.35 465.17
"185381" 711889.13 5093025.54 470.41
"185401" 711876.67 5093415.54 464.93
"185421" 711877.16 5093435.08 465.17
"185441" 711885.84 5093204.77 469.8
"185461" 711878.22 5093446.82 465.93
"185481" 711893.86 5093042.69 470.84
"185501" 711880.27 5093431.24 465.39
"185521" 711889.63 5093189.46 471.66
"185541" 711880.3 5093475.11 464.84
"185561" 711891.53 5093205.4 469.94
"185581" 711884.49 5093405.87 464.91
"185601" 711893.92 5093189.7 472.01
"185621" 711884.1 5093463.33 465.84
"185641" 711894.72 5093196.58 472.34
"185661" 711887.91 5093402.11 464.91
"185681" 711897.59 5093188.37 472.06
"185701" 711888.68 5093428.59 465.64
"185721" 711901.61 5093130.39 469.24
"185741" 711900.89 5093174.17 471.93
"185761" 711892.23 5093430.38 465.97
"185781" 711900.96 5093219.23 467.57
"185801" 711900.74 5093273.97 465.03
"185821" 711901.36 5093311.85 464.88
"185841" 711899.13 5093411.16 465.06
"185861" 711911.32 5093149.98 471.27
"185881" 711903.83 5093356.75 466.37
"185901" 711902.8 5093431.45 464.84
"185921" 711914.97 5093145.82 471.3
"185941" 711916.59 5093158.5 471.32
"185961" 711908.81 5093387.38 464.86
"185981" 711922.91 5093059.2 470.62
"186001" 711911.91 5093369.46 465.83
"186021" 711912.64 5093390.9 466.42
"186041" 711913.41 5093425.24 464.98
"186061" 711924.32 5093183.06 471.76
"186081" 711920.49 5093295.99 465.08
"186101" 711925.29 5093208.83 471.86
"186121" 711926.5 5093196.72 472.43
"186141" 711922.56 5093318.54 465.25
"186161" 711928.29 5093196.43 472.49
"186181" 711920.78 5093412.4 464.99
"186201" 711926.84 5093295.24 465
"186221" 711939.7 5093013.91 470.28
"186241" 711940.94 5093026.17 470.04
"186261" 711938 5093128.77 471.49
"186281" 711930.43 5093333.97 465.21
"186301" 711930.16 5093364.01 464.9
"186321" 711945.39 5093039.3 470.18
"186341" 711930.28 5093401.55 464.87
"186361" 711942.93 5093140.76 471.71
"186381" 711945.5 5093118.55 471.33
"186401" 711936.22 5093361.5 464.93
"186421" 711945.01 5093204.68 472.02
"186441" 711946.2 5093203.12 472.33
"186461" 711941.4 5093360.66 465.38
"186481" 711940.68 5093412.24 464.79
"186501" 711951.37 5093228.37 468.69
"186521" 711964.47 5093002.76 469.32
"186541" 711954.99 5093231.23 469.12
"186561" 711944.44 5093482.36 464.78
"186581" 711970.82 5093006.24 469.2
"186601" 711954.38 5093344.4 465.05
"186621" 711955.41 5093358.46 465.33
"186641" 711963.1 5093263.27 466.33
"186661" 711967.46 5093237.74 469.08
"186681" 711961.68 5093365.59 466.72
"186701" 711956.66 5093497.3 464.97
"186721" 711965.73 5093383.48 466.49
"186741" 711975.86 5093228.52 471.08
"186761" 711963.13 5093481.54 464.87
"186781" 711989.96 5093047.46 470.02
"186801" 711964.41 5093508.12 465.57
"186821" 711982.55 5093229.81 470.96
"186841" 711982.17 5093257.91 467.68
"186861" 711983.51 5093254.82 467.52
"186881" 711994.75 5093096.37 470.88
"186901" 711982.93 5093307.78 465.05
"186921" 711986.58 5093262.34 466.83
"186941" 711997 5093096.3 470.82
"186961" 711980.8 5093381.79 470.61
"186981" 711986.77 5093299.25 465.61
"187001" 711990.97 5093247.09 469.54
"187021" 711978.25 5093464.4 466.13
"187041" 711997.65 5093170.11 473.55
"187061" 711985.01 5093382.38 469.85
"187081" 711977.53 5093509.66 468.33
"187101" 711994.84 5093239.75 470.28
"187121" 711979.14 5093511.61 468.74
"187141" 711990.34 5093339.62 467.12
"187161" 711997.74 5093238.56 470.65
"187181" 711998.32 5093248.61 469.83
"187201" 711991.07 5093381.18 469.51
"187221" 711995.4 5093322.03 465.35
"187241" 711993.63 5093379.52 469.28
"187261" 711989.41 5093468.91 465.03
"187281" 711993.34 5093439.12 464.91
"187301" 711994.16 5093477.26 466.61
"187321" 711998.07 5093444.97 465.04
"187341" 711994.87 5093526.16 469.3
"187361" 711999.45 5093036.86 469.78
"187381" 711997.57 5093096.3 470.68
"187401" 711995.05 5093069.75 470.29
"187421" 711992.47 5093069.8 470.03
"187441" 711991.43 5093085.73 470.82
"187461" 711990.42 5093064.87 470.44
"187481" 711988.32 5093062.36 469.9
"187501" 711986.68 5093064.34 470.05
"187521" 711987.89 5093182.5 472.88
"187541" 711982.58 5093152.73 472.77
"187561" 711974.53 5093019.14 469.63
"187581" 711970.48 5093006.3 469.24
"187601" 711970.04 5093047.68 470.05
"187621" 711967.51 5093021.74 469.89
"187641" 711965.21 5093023.13 469.99
"187661" 711961.54 5093036.16 469.97
"187681" 711959.03 5093014.18 470.03
"187701" 711965.06 5093219.48 471.9
"187721" 711960.83 5093221.05 471.34
"187741" 711950.63 5093027.44 470.04
"187761" 711957.52 5093226.99 470.07
"187781" 711948.55 5093081.5 471.11
"187801" 711948 5093109.4 471.8
"187821" 711943.02 5093040.75 470.47
"187841" 711939.65 5093021.38 469.91
"187861" 711937.66 5093018.15 470.1
"187881" 711941.99 5093123.55 471.06
"187901" 711934.64 5093007.13 470.31
"187921" 711937.66 5093125.89 471.35
"187941" 711935.42 5093128.3 471.09
"187961" 711934.34 5093132.22 471.08
"187981" 711937.04 5093241.38 466.33
"188001" 711924.27 5093041.86 471.26
"188021" 711927.13 5093174.08 472.02
"188041" 711925.82 5093199.49 472.1
"188061" 711918.79 5093157.39 471.13
"188081" 711912.8 5093117.79 471.78
"188101" 711916.69 5093288.49 464.97
"188121" 711908.03 5093151.25 471.4
"188141" 711906.13 5093221.18 467.79
"188161" 711892.91 5093043.25 471.05
"188181" 711890.38 5093044.48 471.1
"188201" 711888.26 5093044.44 471.29
"188221" 711886.86 5093029.93 470.84
"188241" 711893.08 5093206.07 470.12
"188261" 711882.8 5093009.95 470.59
"188281" 711883.85 5093094.14 468.54
"188301" 711887.18 5093217.92 466.71
"188321" 711888.36 5093275.16 465.22
"188341" 711885.11 5093216.16 467.49
"188361" 711878.27 5093050.65 471.18
"188381" 711877.34 5093042.49 470.86
"188401" 711882.31 5093211.01 468.72
"188421" 711881.27 5093211.21 468.62
"188441" 711880.09 5093198.82 470.4
"188461" 711874.39 5093036.39 470.56
"188481" 711873.44 5093036.89 470.58
"188501" 711872.32 5093040.63 470.75
"188521" 711869.86 5093025.29 470.73
"188541" 711867.38 5093020.93 470.29
"188561" 711867.88 5093095.76 465.39
"188581" 711864.45 5093005.24 470.08
"188601" 711861.25 5093001.17 468.71
"188621" 711862.9 5093121.47 465.21
"188641" 711861.52 5093142.91 465.62
"188661" 711855.97 5093056.12 467.74
"188681" 711858.56 5093216.25 464.97
"188701" 711851.3 5093004.22 467.18
"188721" 711848.59 5093002.22 466.13
"188741" 711849.8 5093199.38 464.83
"188761" 711843.95 5093047.85 465.78
"188781" 711842.25 5093097.15 465.39
"188801" 711840.44 5093091.84 465.94
"188821" 711836.87 5093098.19 465.38
"188841" 711833.11 5093130.94 465.8
"188861" 711823.52 5093124.76 465.34
"188881" 711813.3 5093036.05 465.83
"188901" 711807.75 5093140.81 465
"188921" 711799.91 5093093.25 465.34
"188941" 711798.87 5093195.63 465.85
"188961" 711794.15 5093084.79 466.24
"188981" 711792.43 5093081.21 466.69
"189001" 711788.53 5093019.14 465.8
"189021" 711786.1 5093051.4 465.09
"189041" 711784.65 5093058.63 465.86
"189061" 711784.85 5093076.67 466.32
"189081" 711783.07 5093087.98 465.19
"189101" 711786.23 5093212.57 464.65
"189121" 711770.67 5093004.53 465.15
"189141" 711770.78 5093060.76 465.42
"189161" 711780.28 5093231.56 464.8
"189181" 711762.98 5093004.39 465.51
"189201" 711773.06 5093172.09 464.88
"189221" 711773.25 5093214.36 464.88
"189241" 711763.66 5093102.66 466.71
"189261" 711755.14 5093023.28 465
"189281" 711769.13 5093231.26 464.69
"189301" 711768.55 5093246.31 464.7
"189321" 711764.63 5093221.97 464.85
"189341" 711766.75 5093272.08 464.76
"189361" 711743.59 5093011.27 465.42
"189381" 711751.52 5093148.67 465.05
"189401" 711737.88 5093022.59 465.27
"189421" 711750.64 5093226.82 464.42
"189441" 711729.03 5093009.16 466.76
"189461" 711741.49 5093190.51 464.89
"189481" 711728.32 5093060.72 465.7
"189501" 711723.74 5093039.46 465.45
"189521" 711722.39 5093057.81 465.7
"189541" 711732.58 5093216.68 465.03
"189561" 711724.27 5093153.32 465.22
"189581" 711720.56 5093188.78 464.58
"189601" 711707.05 5093060.4 465.25
"189621" 711709.76 5093171.27 464.84
"189641" 711707.56 5093198.85 464.91
"189661" 711693.91 5093029.94 465.75
"189681" 711695.8 5093117.03 465.68
"189701" 711697.97 5093195.72 466.27
"189721" 711683.82 5093008.57 465.52
